respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
19069,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;PostgreSQL;SQLite,Vercel;VMware,jQuery;Laravel;Next.js;React;Vue.js;WordPress,Wholesale,none,GitHub Copilot,"Employed, full-time"
19070,Nelson Mandela Bay Campus,IT,I code primarily as a hobby,unknown,Some college/university study without earning a degree,JavaScript;Python;TypeScript,none,none,Node.js,Oil & Gas,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,I prefer not to say
19071,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;SQL;TypeScript,Cassandra;H2;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Angular;jQuery;Next.js;Node.js;React,Wholesale,ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
19078,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;Heroku,Angular;AngularJS;Express;jQuery;Laravel,"Information Services, IT, Software Development, or other Technology",Bing AI;ChatGPT;Phind,GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
19079,Nelson Mandela Bay Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript,MySQL,none,jQuery;WordPress,Oil & Gas,ChatGPT,Adrenaline;Tabnine,"Employed, full-time"
19085,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;F#;Flow;JavaScript;TypeScript,Microsoft SQL Server;MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure,Express;Next.js;Node.js;React,Advertising Services,ChatGPT,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
19089,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript,Microsoft SQL Server,Microsoft Azure,ASP.NET CORE;Blazor;jQuery,Higher Education,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Independent contractor, freelancer, or self-employed"
19096,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;SQL,H2;InfluxDB;MongoDB;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS),Angular;jQuery;Spring Boot,Advertising Services,ChatGPT,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
19102,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Elixir;HTML/CSS;JavaScript;SQL,PostgreSQL,Amazon Web Services (AWS),Elm;Phoenix,Legal Services,none,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
19106,Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Dynamodb;Elasticsearch;InfluxDB;PostgreSQL,Amazon Web Services (AWS),Spring Boot,Oil & Gas,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
19120,Durban,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;PHP;TypeScript,MariaDB;MySQL,none,Angular,Financial Services,none,Replit Ghostwriter;Tabnine,"Employed, full-time"
19125,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,SQLite,none,none,"Information Services, IT, Software Development, or other Technology",none,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
19126,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;PHP;Python,Elasticsearch;MySQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud,Express;jQuery;Node.js;WordPress,Advertising Services,ChatGPT,Adrenaline;Tabnine,"Employed, full-time"
19130,Midrand Campus,IT,I am a developer by profession,Research & Development role,Some college/university study without earning a degree,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PHP;SQL,PostgreSQL,none,Express;jQuery;Node.js,"Manufacturing, Transportation, or Supply Chain",none,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
19133,Durban,Computer Science,"I used to be a developer by profession, but no longer am",Product manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C++,none,none,none,Insurance,none,AWS CodeWhisperer;Tabnine,"Employed, full-time"
19134,Durban,Computer Science,I am a developer by profession,Research & Development role,Some college/university study without earning a degree,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle,Managed Hosting;Netlify,ASP.NET,Legal Services,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
19137,Durban,Data Science,I am learning to code,Other (please specify):,Something else,C;Go;HTML/CSS;JavaScript;SQL;VBA,PostgreSQL,none,Ruby on Rails,Wholesale,none,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
19141,Midrand Campus,IT,"I used to be a developer by profession, but no longer am",unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;Swift,SQLite,none,none,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,Retired
19142,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;Delphi;Go;HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL;SQLite,Digital Ocean,ASP.NET CORE,"Manufacturing, Transportation, or Supply Chain",ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
19143,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#;SQL,Microsoft SQL Server,none,none,Other,none,GitHub Copilot,"Employed, full-time"
19143,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#;SQL,Microsoft SQL Server,none,none,Other,none,GitHub Copilot,"Independent contractor, freelancer, or self-employed"
19145,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript;Ruby,Firebase Realtime Database;PostgreSQL,Digital Ocean;Heroku;Render;Vercel,Next.js;Node.js;React;Ruby on Rails,Higher Education,ChatGPT,AWS CodeWhisperer;Synk Code;Whispr AI,"Employed, full-time"
19147,Durban,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,C#;HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;SQLite,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery,Legal Services,ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
19148,Durban,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB;Supabase,Cloudflare;Digital Ocean;Firebase;Microsoft Azure;Netlify;Render,Angular;Express;Next.js;Node.js;Nuxt.js;React,Financial Services,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
19148,Durban,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB;Supabase,Cloudflare;Digital Ocean;Firebase;Microsoft Azure;Netlify;Render,Angular;Express;Next.js;Node.js;Nuxt.js;React,Financial Services,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
19153,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Research & Development role,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Kotlin,none,none,none,Financial Services,none,AWS CodeWhisperer,"Independent contractor, freelancer, or self-employed"
19153,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Research & Development role,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Kotlin,none,none,none,Financial Services,none,AWS CodeWhisperer,"Not employed, but looking for work"
19158,Midrand Campus,Data Science,I am a developer by profession,unknown,"Associate degree (A.A., A.S., etc.)",C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,MySQL;Redis;SQLite,Microsoft Azure;Netlify;VMware,ASP.NET;ASP.NET CORE;Blazor;Nuxt.js;React;Vue.js,Oil & Gas,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer,"Student, full-time"
19159,Durban,Computer Science,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C++;Python,Redis,Amazon Web Services (AWS);Cloudflare,React,Financial Services,Bing AI,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
19160,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Haskell;HTML/CSS;Java;JavaScript;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL,Microsoft Azure,Angular;Node.js;Spring Boot,Other,Bing AI;ChatGPT,Codeium;Synk Code;Whispr AI,"Employed, full-time"
19165,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,PostgreSQL,Microsoft Azure,Spring Boot,Other,none,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
19178,Durban,Computer Science,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,Elixir,PostgreSQL,Amazon Web Services (AWS),Phoenix,Legal Services,none,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
19180,Midrand Campus,IT,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C++;Java;JavaScript;Kotlin;Python,Microsoft SQL Server;MySQL;SQLite,none,Flask;Node.js;React,Financial Services,Bing AI,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
19181,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;SQL,Oracle,Amazon Web Services (AWS),none,Financial Services,none,Adrenaline;Synk Code;Whispr AI,"Employed, full-time"
19185,Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, back-end",Some college/university study without earning a degree,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure;Vercel,Node.js;React;Spring Boot,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Not employed, but looking for work"
19185,Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, back-end",Some college/university study without earning a degree,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure;Vercel,Node.js;React;Spring Boot,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, part-time"
19185,Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, back-end",Some college/university study without earning a degree,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure;Vercel,Node.js;React;Spring Boot,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Student, part-time"
19189,Durban,IT,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;Haskell;Java;JavaScript;Python;SQL,MySQL;Oracle;SQLite,Heroku,ASP.NET;Express;Node.js;Spring Boot,Higher Education,Bing AI;ChatGPT;WolframAlpha,Mintlify;Synk Code,"Student, full-time"
19193,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C#,SQLite,none,none,Higher Education,none,Codeium;Synk Code;Whispr AI,"Employed, full-time"
19194,Durban,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server,none,none,Retail and Consumer Services,none,AWS CodeWhisperer;Whispr AI,"Independent contractor, freelancer, or self-employed"
19197,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS),Django;FastAPI;Flask;Gatsby;React;WordPress,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Replit Ghostwriter;Tabnine,"Employed, full-time"
19201,Durban,Data Science,I am a developer by profession,"Developer, full-stack",Primary/elementary school,HTML/CSS;JavaScript;Python;SQL,Cloud Firestore;MariaDB;MongoDB;PostgreSQL,Firebase;Heroku,Express;Flask;Node.js;React,Other,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
19205,Nelson Mandela Bay Campus,IT,I am learning to code,"Developer, front-end",Some college/university study without earning a degree,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,Google Cloud,Blazor;React,Higher Education,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Student, full-time"
19205,Nelson Mandela Bay Campus,IT,I am learning to code,"Developer, front-end",Some college/university study without earning a degree,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,Google Cloud,Blazor;React,Higher Education,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, part-time"
19206,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Python,Firebase Realtime Database,Firebase;Google Cloud,React,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Independent contractor, freelancer, or self-employed"
19206,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Python,Firebase Realtime Database,Firebase;Google Cloud,React,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Student, part-time"
19207,Durban,IT,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Go;HTML/CSS;Java;JavaScript;PHP;TypeScript,MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS),AngularJS;Django;jQuery;React,Financial Services,none,GitHub Copilot;Tabnine,"Employed, full-time"
19208,Durban,IT,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MySQL;Oracle;Redis,Amazon Web Services (AWS);Microsoft Azure,Angular;AngularJS;ASP.NET;jQuery;NestJS;Node.js;Spring Boot;Symfony,Legal Services,WolframAlpha,Replit Ghostwriter;Tabnine,"Employed, full-time"
19208,Durban,IT,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MySQL;Oracle;Redis,Amazon Web Services (AWS);Microsoft Azure,Angular;AngularJS;ASP.NET;jQuery;NestJS;Node.js;Spring Boot;Symfony,Legal Services,WolframAlpha,Replit Ghostwriter;Tabnine,"Student, part-time"
19209,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;PHP;Python;SQL;TypeScript,MySQL;Redis,Amazon Web Services (AWS),AngularJS;Laravel;React,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
19210,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",HTML/CSS;JavaScript;Python;Swift,Dynamodb,Amazon Web Services (AWS),none,Advertising Services,ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
19211,Midrand Campus,Computer Science,I am a developer by profession,Designer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;SQL,H2,Amazon Web Services (AWS);Firebase,Spring Boot,Insurance,none,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
19221,Nelson Mandela Bay Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;C#;Java;Python,none,none,none,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot,"Student, full-time"
19223,Durban,Data Science,I am learning to code,Marketing or sales professional,Some college/university study without earning a degree,Python,none,Google Cloud,WordPress,Legal Services,none,Tabnine;Whispr AI,"Employed, full-time"
19225,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Dart;HTML/CSS;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL,Cloudflare;Heroku;Hetzner,ASP.NET;CodeIgniter;jQuery;Laravel;Node.js;Vue.js;WordPress,Higher Education,ChatGPT;Quora Poe,Adrenaline;Mintlify;Rubber Duck.AI,"Employed, part-time"
19227,Durban,Computer Science,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL,Amazon Web Services (AWS);Digital Ocean;Vercel,Nuxt.js;React;Remix;Svelte;Vue.js,Wholesale,ChatGPT,Rubber Duck.AI;Tabnine,"Employed, full-time"
